OrderID,OrderDate,CustomerName,Region,Product,Quantity,UnitPrice,Revenue,Cost,Profit
44,2025-04-15,Customer_86,East,Phone,14,32733,458262,380546,77716
45,2025-11-27,Customer_39,West,Monitor,9,20969,188721,111206,77515
46,2025-10-16,Customer_13,North,Mouse,3,319,957,657,300
47,2025-06-28,Customer_9,South,Monitor,17,16690,283730,167326,116404
48,2025-10-06,Customer_91,East,Mouse,10,623,6230,4245,1985
49,2025-02-23,Customer_18,East,Laptop,18,64620,1163160,964872,198288
50,2025-11-06,Customer_27,East,Phone,4,22187,88748,56062,32686
51,2026-04-09,Customer_7,North,Monitor,9,24561,221049,153973,67076
52,2026-01-30,Customer_17,East,Headphones,9,1361,12249,6749,5500
53,2025-10-15,Customer_2,North,Tablet,15,28077,421155,320793,100362
54,2025-10-26,Customer_71,South,Phone,5,14361,71805,57471,14334
55,2026-04-06,Customer_6,East,Headphones,5,1342,6710,4311,2399
56,2025-10-14,Customer_53,South,Monitor,8,11368,90944,59668,31276
57,2025-01-13,Customer_23,East,Monitor,6,13801,82806,67439,15367
58,2025-12-26,Customer_14,West,Headphones,8,3185,25480,15230,10250
59,2026-04-16,Customer_59,East,Laptop,16,59577,953232,581349,371883
60,2025-04-09,Customer_52,East,Keyboard,8,1413,11304,6297,5007
61,2025-09-18,Customer_52,East,Keyboard,3,1643,4929,3230,1699
62,2026-05-08,Customer_34,North,Laptop,4,62118,248472,149970,98502
63,2026-02-07,Customer_41,West,Phone,20,40479,809580,529227,280353
64,2025-12-29,Customer_56,North,Phone,13,24457,317941,199163,118778
65,2025-12-07,Customer_43,East,Monitor,12,22132,265584,151646,113938
66,2025-06-17,Customer_52,East,Phone,10,32269,322690,242039,80651
67,2025-07-14,Customer_87,South,Tablet,7,23777,166439,124742,41697
68,2025-06-05,Customer_37,South,Keyboard,13,2744,35672,28541,7131
69,2025-08-27,Customer_57,West,Headphones,19,5969,113411,84651,28760
70,2026-05-07,Customer_95,South,Monitor,17,23505,399585,314921,84664
71,2026-05-03,Customer_97,South,Phone,10,33966,339660,196328,143332
72,2025-01-24,Customer_32,West,Keyboard,8,1315,10520,6251,4269
73,2025-10-22,Customer_25,West,Phone,15,39160,587400,479225,108175
74,2025-12-19,Customer_1,North,Printer,13,14994,194922,115836,79086
75,2025-12-23,Customer_67,West,Headphones,8,2440,19520,15444,4076
76,2025-03-04,Customer_59,South,Laptop,18,61331,1103958,911031,192927
77,2026-04-02,Customer_57,West,Printer,17,17397,295749,246953,48796
78,2026-01-20,Customer_32,East,Printer,6,22554,135324,92699,42625
79,2026-01-01,Customer_37,South,Printer,8,15998,127984,87280,40704
80,2025-02-11,Customer_18,South,Keyboard,11,1809,19899,16275,3624
81,2025-02-02,Customer_54,West,Monitor,13,13007,169091,128834,40257
82,2025-04-16,Customer_54,West,Mouse,18,1254,22572,15230,7342
83,2026-04-28,Customer_46,East,Laptop,19,69928,1328632,920866,407766
84,2025-10-07,Customer_78,South,Headphones,14,5409,75726,58631,17095
85,2025-01-15,Customer_50,East,Printer,8,15943,127544,86825,40719
86,2025-03-07,Customer_80,North,Headphones,6,7885,47310,32654,14656
87,2025-02-12,Customer_83,West,Headphones,19,5623,106837,80010,26827
88,2025-07-14,Customer_42,South,Tablet,15,15954,239310,135230,104080
89,2025-07-14,Customer_36,West,Printer,11,18059,198649,154622,44027
90,2025-10-04,Customer_7,East,Keyboard,3,2426,7278,4045,3233
91,2026-05-02,Customer_32,South,Monitor,3,9319,27957,21702,6255
92,2025-08-31,Customer_86,North,Laptop,20,54986,1099720,683545,416175
93,2025-03-27,Customer_78,North,Monitor,15,16396,245940,191850,54090
94,2026-04-21,Customer_40,West,Tablet,10,13542,135420,97990,37430
95,2026-03-02,Customer_81,South,Headphones,7,1622,11354,8261,3093
96,2025-10-17,Customer_6,East,Phone,10,19933,199330,157245,42085
97,2025-06-24,Customer_2,West,Headphones,12,1564,18768,13171,5597
98,2025-11-22,Customer_59,South,Printer,4,21205,84820,71099,13721
99,2025-11-30,Customer_35,West,Headphones,6,7011,42066,29720,12346
100,2025-05-06,Customer_12,East,Printer,14,15794,221116,142993,78123
101,2025-12-09,Customer_49,East,Printer,8,22227,177816,128197,49619
102,2025-04-19,Customer_46,East,Laptop,16,66300,1060800,641308,419492
103,2025-05-22,Customer_72,North,Mouse,9,1520,13680,10401,3279
104,2025-09-08,Customer_72,South,Monitor,3,15908,47724,36557,11167
105,2025-02-17,Customer_38,South,Printer,16,21685,346960,273362,73598
106,2025-07-08,Customer_61,East,Headphones,8,3508,28064,21025,7039
107,2025-08-21,Customer_35,East,Headphones,18,3709,66762,43765,22997
108,2025-06-11,Customer_16,South,Keyboard,8,994,7952,6094,1858
109,2025-10-29,Customer_98,East,Monitor,7,23866,167062,105741,61321
110,2025-04-02,Customer_39,North,Phone,7,31414,219898,135950,83948
111,2025-10-11,Customer_38,South,Tablet,9,11491,103419,87108,16311
112,2025-08-29,Customer_62,West,Printer,4,7401,29604,21380,8224
113,2026-03-18,Customer_62,North,Mouse,6,405,2430,1520,910
114,2025-11-19,Customer_88,North,Phone,13,44227,574951,329001,245950
115,2025-02-13,Customer_32,North,Tablet,5,28443,142215,118712,23503
116,2025-04-26,Customer_100,West,Headphones,20,5883,117660,92624,25036
117,2025-08-08,Customer_40,North,Printer,15,16743,251145,202937,48208
118,2025-02-11,Customer_21,South,Phone,7,25829,180803,113796,67007
119,2025-07-29,Customer_58,West,Tablet,18,12459,224262,133875,90387
120,2025-05-25,Customer_90,West,Keyboard,2,1448,2896,1843,1053
121,2025-11-17,Customer_76,South,Phone,8,29337,234696,184552,50144
122,2025-03-18,Customer_35,South,Headphones,4,5461,21844,13487,8357
123,2025-11-01,Customer_96,East,Phone,2,22873,45746,36038,9708
124,2025-12-25,Customer_52,East,Printer,4,22358,89432,67664,21768
125,2026-04-01,Customer_56,East,Printer,15,9635,144525,105418,39107
126,2025-12-12,Customer_74,North,Keyboard,1,874,874,540,334
127,2025-03-31,Customer_61,West,Keyboard,19,664,12616,9827,2789
128,2026-02-21,Customer_63,North,Keyboard,6,2897,17382,11833,5549
129,2025-12-10,Customer_14,South,Printer,12,20380,244560,158962,85598
130,2025-12-06,Customer_52,North,Mouse,14,1720,24080,16823,7257
131,2025-03-01,Customer_99,West,Printer,3,17306,51918,32486,19432
132,2025-04-07,Customer_67,East,Laptop,18,75276,1354968,913213,441755
133,2025-10-09,Customer_17,East,Printer,15,8691,130365,79661,50704
134,2025-11-19,Customer_78,South,Printer,16,10978,175648,98127,77521
135,2025-07-28,Customer_12,South,Tablet,10,28049,280490,155420,125070
136,2025-03-20,Customer_64,East,Phone,15,19698,295470,219922,75548
137,2025-05-05,Customer_59,South,Keyboard,14,2476,34664,29258,5406
138,2026-03-27,Customer_18,North,Headphones,7,5910,41370,29061,12309
139,2025-09-17,Customer_35,North,Keyboard,14,1892,26488,21992,4496
140,2025-12-04,Customer_63,South,Keyboard,10,2904,29040,21024,8016
141,2025-10-10,Customer_98,West,Printer,18,22870,411660,269035,142625
142,2025-05-03,Customer_74,West,Printer,11,13181,144991,122406,22585
143,2025-08-31,Customer_91,West,Monitor,14,9430,132020,85212,46808
144,2025-03-06,Customer_65,East,Headphones,5,5057,25285,21225,4060
145,2025-08-22,Customer_2,South,Phone,15,18534,278010,196771,81239
146,2026-05-12,Customer_34,East,Headphones,5,1612,8060,5568,2492
147,2025-12-12,Customer_69,West,Headphones,3,7977,23931,15520,8411
148,2025-02-05,Customer_31,East,Mouse,16,1408,22528,12633,9895
149,2026-01-25,Customer_82,North,Monitor,3,22220,66660,56227,10433
150,2025-01-24,Customer_42,North,Printer,6,16812,100872,82818,18054
151,2025-05-06,Customer_68,West,Keyboard,12,2035,24420,16586,7834
152,2026-03-22,Customer_49,South,Tablet,6,15736,94416,54165,40251
153,2025-11-23,Customer_33,West,Printer,19,11689,222091,137620,84471
154,2025-12-13,Customer_70,South,Keyboard,1,2405,2405,1972,433
155,2025-06-03,Customer_82,West,Phone,15,34646,519690,439811,79879
156,2025-07-16,Customer_62,North,Keyboard,15,1737,26055,15887,10168
157,2025-12-25,Customer_38,North,Monitor,13,19762,256906,185600,71306
158,2025-12-18,Customer_100,North,Headphones,9,1066,9594,6905,2689
159,2025-06-30,Customer_29,South,Printer,10,14540,145400,106450,38950
160,2025-11-27,Customer_6,East,Keyboard,5,897,4485,3682,803
161,2025-02-16,Customer_38,East,Printer,2,18955,37910,29179,8731
162,2025-10-04,Customer_47,East,Headphones,6,2644,15864,9354,6510
163,2025-06-01,Customer_96,East,Tablet,9,25789,232101,195014,37087
164,2026-05-10,Customer_29,West,Phone,15,16934,254010,150431,103579
165,2025-05-16,Customer_69,North,Mouse,3,1919,5757,3847,1910
166,2026-02-26,Customer_82,East,Printer,12,15590,187080,135701,51379
167,2026-03-29,Customer_72,East,Phone,8,42898,343184,191327,151857
168,2025-06-04,Customer_84,West,Monitor,3,23213,69639,57300,12339
169,2025-06-05,Customer_64,North,Phone,5,14971,74855,62419,12436
170,2025-07-09,Customer_86,West,Phone,8,20890,167120,111401,55719
171,2025-11-12,Customer_53,East,Tablet,14,13244,185416,148352,37064
172,2026-05-02,Customer_31,East,Laptop,12,59238,710856,485525,225331
173,2025-05-22,Customer_25,North,Phone,12,35506,426072,242079,183993
174,2025-11-02,Customer_3,North,Printer,3,13950,41850,31074,10776
175,2025-04-16,Customer_9,South,Mouse,8,557,4456,3502,954
176,2026-02-08,Customer_77,North,Monitor,8,18766,150128,117446,32682
177,2026-02-13,Customer_23,North,Keyboard,5,1032,5160,3674,1486
178,2026-02-08,Customer_31,East,Laptop,5,45973,229865,151129,78736
179,2026-01-15,Customer_54,North,Laptop,6,62391,374346,211774,162572
180,2025-09-20,Customer_76,North,Phone,16,41378,662048,518651,143397
181,2025-01-23,Customer_94,East,Printer,17,14259,242403,202073,40330
182,2026-03-10,Customer_52,West,Printer,1,8993,8993,7640,1353
183,2025-02-11,Customer_42,South,Phone,16,41069,657104,375894,281210
184,2025-10-27,Customer_71,East,Phone,5,30023,150115,110679,39436
185,2025-09-16,Customer_78,West,Headphones,20,5346,106920,68265,38655
186,2026-03-31,Customer_30,West,Phone,4,26091,104364,70865,33499
187,2025-02-18,Customer_41,West,Mouse,15,1116,16740,11296,5444
188,2025-12-18,Customer_61,North,Mouse,9,1066,9594,8021,1573
189,2026-01-17,Customer_95,East,Phone,3,18109,54327,36918,17409
190,2025-10-15,Customer_72,East,Tablet,18,11965,215370,156345,59025
191,2026-04-27,Customer_97,West,Phone,14,35173,492422,399887,92535
192,2025-02-23,Customer_74,South,Laptop,10,84348,843480,542977,300503
193,2025-06-29,Customer_72,East,Tablet,16,17348,277568,223215,54353
194,2026-03-09,Customer_72,North,Phone,9,26821,241389,191220,50169
195,2026-01-26,Customer_40,East,Keyboard,1,1238,1238,782,456
196,2025-10-17,Customer_85,West,Mouse,1,671,671,544,127
197,2025-09-29,Customer_28,West,Phone,5,14009,70045,40452,29593
198,2025-06-09,Customer_93,East,Headphones,15,3792,56880,33970,22910
199,2025-11-13,Customer_7,North,Phone,2,22196,44392,26511,17881
200,2025-08-15,Customer_54,East,Keyboard,15,2236,33540,23333,10207
201,2025-02-26,Customer_37,West,Monitor,17,11729,199393,130313,69080
202,2025-11-03,Customer_8,North,Keyboard,2,1403,2806,1876,930
203,2026-01-27,Customer_33,East,Monitor,10,14921,149210,116414,32796
204,2025-08-09,Customer_23,South,Mouse,4,315,1260,881,379
205,2025-10-14,Customer_86,East,Headphones,18,6764,121752,75368,46384
206,2025-08-24,Customer_10,East,Phone,13,14772,192036,130750,61286
207,2025-08-02,Customer_38,North,Headphones,19,4313,81947,62513,19434
208,2026-05-01,Customer_80,West,Headphones,1,3660,3660,2201,1459
209,2025-05-05,Customer_56,West,Mouse,3,1194,3582,2877,705
210,2025-04-24,Customer_43,South,Phone,13,32334,420342,325236,95106
211,2025-04-10,Customer_100,East,Phone,17,19472,331024,234756,96268
212,2025-05-12,Customer_26,South,Mouse,5,783,3915,2273,1642
213,2025-11-18,Customer_64,West,Tablet,3,15804,47412,39607,7805
214,2025-11-18,Customer_41,South,Printer,19,17590,334210,270467,63743
215,2025-06-05,Customer_36,North,Printer,3,22365,67095,45803,21292
216,2025-08-20,Customer_5,North,Mouse,17,451,7667,4930,2737
217,2026-05-16,Customer_12,West,Mouse,10,457,4570,3397,1173
218,2026-02-19,Customer_74,South,Printer,19,8344,158536,108584,49952
219,2026-05-06,Customer_8,West,Mouse,20,1274,25480,17846,7634
220,2025-03-30,Customer_6,South,Phone,11,17526,192786,135213,57573
221,2025-03-23,Customer_47,East,Printer,15,24172,362580,256280,106300
222,2025-12-14,Customer_77,North,Keyboard,13,2174,28262,22110,6152
223,2025-12-14,Customer_50,East,Mouse,3,975,2925,1691,1234
224,2025-10-26,Customer_85,South,Keyboard,20,1115,22300,14495,7805
225,2025-07-20,Customer_17,North,Mouse,10,1643,16430,12479,3951
226,2025-06-18,Customer_17,North,Keyboard,18,2042,36756,27311,9445
227,2025-06-08,Customer_24,South,Headphones,17,3964,67388,37431,29957
228,2025-03-12,Customer_20,North,Mouse,16,693,11088,6851,4237
229,2026-03-04,Customer_95,North,Keyboard,4,2579,10316,8059,2257
230,2025-03-20,Customer_21,South,Mouse,20,568,11360,8283,3077
231,2025-12-13,Customer_93,South,Tablet,15,11431,171465,115440,56025
232,2026-02-06,Customer_58,South,Printer,20,16336,326720,253442,73278
233,2025-04-10,Customer_48,West,Monitor,10,23368,233680,191896,41784
234,2025-08-03,Customer_21,South,Printer,10,19513,195130,136761,58369
235,2026-03-24,Customer_48,North,Tablet,9,11709,105381,78229,27152
236,2025-05-20,Customer_58,South,Phone,10,17496,174960,136282,38678
237,2026-03-29,Customer_45,North,Headphones,3,2818,8454,6721,1733
238,2025-05-01,Customer_50,North,Headphones,2,4247,8494,5950,2544
239,2025-02-20,Customer_92,East,Mouse,8,357,2856,1843,1013
240,2026-03-01,Customer_61,South,Tablet,5,11255,56275,35794,20481
241,2025-01-10,Customer_33,South,Printer,15,7172,107580,88404,19176
242,2025-02-26,Customer_100,East,Tablet,18,29951,539118,381874,157244
243,2025-08-03,Customer_82,West,Monitor,10,11992,119920,67673,52247
244,2025-01-09,Customer_81,South,Phone,4,44756,179024,130512,48512
245,2025-06-30,Customer_31,West,Tablet,10,24065,240650,132470,108180
246,2025-02-04,Customer_68,North,Tablet,3,27153,81459,68620,12839
247,2025-07-11,Customer_33,North,Headphones,16,1356,21696,16070,5626
248,2025-12-03,Customer_81,North,Mouse,3,1006,3018,1878,1140
249,2025-06-23,Customer_83,South,Mouse,5,390,1950,1278,672
250,2025-02-02,Customer_92,West,Printer,16,12972,207552,164681,42871
251,2025-04-13,Customer_6,East,Laptop,10,58211,582110,327810,254300
252,2025-10-06,Customer_61,East,Keyboard,17,2131,36227,30674,5553
253,2026-02-04,Customer_7,East,Laptop,7,63750,446250,293227,153023
254,2025-07-24,Customer_96,West,Keyboard,4,2007,8028,5467,2561
255,2025-09-12,Customer_48,East,Headphones,11,2530,27830,19449,8381
256,2026-02-26,Customer_24,East,Phone,14,17172,240408,163280,77128
257,2025-06-01,Customer_40,West,Mouse,4,463,1852,1200,652
258,2025-08-17,Customer_6,East,Headphones,6,6650,39900,27258,12642
259,2026-05-01,Customer_8,North,Headphones,9,6238,56142,47384,8758
260,2025-12-14,Customer_21,North,Headphones,12,5203,62436,49344,13092
261,2025-02-04,Customer_31,East,Tablet,20,24358,487160,273023,214137
262,2025-03-20,Customer_87,West,Mouse,13,1461,18993,10630,8363
263,2025-10-21,Customer_18,East,Mouse,12,1209,14508,11300,3208
264,2026-05-07,Customer_15,North,Headphones,11,6321,69531,44055,25476
265,2025-10-15,Customer_16,East,Tablet,16,26965,431440,287380,144060
266,2025-05-27,Customer_89,West,Keyboard,15,1378,20670,17546,3124
267,2025-08-20,Customer_23,West,Monitor,4,12447,49788,40121,9667
268,2025-10-09,Customer_70,East,Phone,11,34768,382448,291755,90693
269,2025-09-18,Customer_29,North,Keyboard,6,1213,7278,5735,1543
270,2025-01-14,Customer_47,East,Monitor,5,15757,78785,62012,16773
271,2025-02-14,Customer_9,East,Printer,18,11252,202536,148577,53959
272,2025-07-29,Customer_74,North,Headphones,16,5306,84896,57155,27741
273,2025-12-15,Customer_67,East,Tablet,11,12430,136730,93659,43071
274,2026-05-10,Customer_17,West,Tablet,18,29260,526680,318424,208256
275,2025-03-26,Customer_21,East,Laptop,4,78954,315816,188196,127620
276,2025-05-09,Customer_26,East,Monitor,12,17307,207684,166932,40752
277,2025-11-25,Customer_22,South,Tablet,10,27481,274810,158848,115962
278,2026-04-19,Customer_73,North,Tablet,20,29829,596580,388544,208036
279,2026-01-30,Customer_74,East,Laptop,3,47979,143937,120124,23813
280,2025-01-16,Customer_64,East,Monitor,19,21650,411350,302520,108830
281,2025-12-17,Customer_52,East,Keyboard,16,1503,24048,19031,5017
282,2025-08-01,Customer_62,West,Printer,3,8963,26889,16064,10825
283,2026-01-03,Customer_41,East,Monitor,11,12707,139777,89984,49793
284,2025-10-15,Customer_14,East,Headphones,5,7231,36155,23904,12251
285,2025-05-07,Customer_19,North,Monitor,15,12014,180210,113575,66635
286,2025-08-03,Customer_32,South,Laptop,10,70175,701750,567890,133860
287,2026-01-26,Customer_21,West,Mouse,19,1776,33744,21724,12020
288,2025-02-16,Customer_51,West,Printer,16,17110,273760,191416,82344
289,2025-05-25,Customer_64,West,Monitor,7,19563,136941,77316,59625
290,2025-08-09,Customer_18,East,Keyboard,18,533,9594,7715,1879
291,2025-01-27,Customer_73,South,Mouse,13,1049,13637,7685,5952
292,2025-09-16,Customer_58,East,Mouse,18,891,16038,9174,6864
293,2026-02-11,Customer_44,East,Phone,5,18336,91680,61257,30423
294,2025-09-14,Customer_6,North,Tablet,7,29741,208187,146300,61887
295,2025-09-23,Customer_59,South,Laptop,5,66826,334130,264360,69770
296,2025-11-12,Customer_95,East,Tablet,11,20437,224807,134603,90204
297,2025-09-08,Customer_91,East,Mouse,17,1996,33932,23851,10081
298,2025-02-26,Customer_54,East,Printer,1,19070,19070,12383,6687
299,2025-12-02,Customer_100,South,Laptop,20,76102,1522040,958366,563674
300,2025-11-19,Customer_93,West,Laptop,19,76486,1453234,873616,579618
301,2025-12-25,Customer_15,South,Tablet,8,11034,88272,63712,24560
302,2025-07-31,Customer_89,South,Laptop,15,65558,983370,664398,318972
303,2025-08-30,Customer_95,North,Headphones,17,7348,124916,91618,33298
304,2025-12-06,Customer_62,West,Tablet,17,16794,285498,205063,80435
305,2025-06-25,Customer_70,East,Mouse,6,1241,7446,6132,1314
306,2025-05-07,Customer_36,East,Keyboard,20,2483,49660,30177,19483
307,2025-12-20,Customer_91,West,Monitor,10,17470,174700,133028,41672
308,2026-04-24,Customer_93,East,Mouse,16,1014,16224,11651,4573
309,2025-07-14,Customer_51,East,Keyboard,4,2848,11392,8578,2814
310,2026-01-01,Customer_11,East,Tablet,10,11378,113780,72396,41384
311,2026-02-28,Customer_69,East,Printer,9,22698,204282,125469,78813
312,2025-10-28,Customer_31,South,Keyboard,5,947,4735,3478,1257
313,2025-01-27,Customer_13,West,Laptop,17,59789,1016413,753551,262862
314,2025-03-12,Customer_1,South,Mouse,16,505,8080,6095,1985
315,2026-01-23,Customer_37,East,Headphones,16,4911,78576,58551,20025
316,2025-04-29,Customer_69,North,Keyboard,2,866,1732,1291,441
317,2025-01-19,Customer_51,West,Tablet,14,15760,220640,183170,37470
318,2025-10-18,Customer_78,North,Tablet,10,11227,112270,62060,50210
319,2025-10-06,Customer_68,West,Mouse,10,1230,12300,10414,1886
320,2026-02-19,Customer_15,East,Tablet,17,25336,430712,272145,158567
321,2025-01-08,Customer_95,East,Tablet,15,18430,276450,211644,64806
322,2026-03-15,Customer_82,West,Keyboard,19,1291,24529,14782,9747
323,2025-12-09,Customer_13,South,Headphones,17,3686,62662,36094,26568
324,2025-01-04,Customer_34,West,Tablet,16,20603,329648,273854,55794
325,2025-06-04,Customer_75,North,Monitor,15,16748,251220,210072,41148
326,2025-03-02,Customer_60,East,Keyboard,12,1467,17604,10010,7594
327,2026-03-31,Customer_91,East,Tablet,13,26466,344058,284512,59546
328,2025-04-23,Customer_18,West,Phone,10,36087,360870,265018,95852
329,2025-12-26,Customer_71,West,Tablet,15,29848,447720,296429,151291
330,2025-09-28,Customer_91,East,Monitor,8,10682,85456,60473,24983
331,2025-10-08,Customer_65,South,Phone,19,19353,367707,209051,158656
332,2025-08-15,Customer_15,South,Tablet,6,20751,124506,100394,24112
333,2025-01-29,Customer_59,South,Printer,3,23723,71169,48654,22515
334,2025-08-25,Customer_87,East,Headphones,15,5619,84285,47816,36469
335,2026-01-17,Customer_28,North,Laptop,13,61676,801788,637370,164418
336,2025-10-05,Customer_8,North,Laptop,14,67579,946106,719149,226957
337,2026-01-29,Customer_18,West,Printer,2,16407,32814,22072,10742
338,2026-04-10,Customer_49,West,Mouse,13,1218,15834,12839,2995
339,2025-06-28,Customer_16,South,Phone,18,20715,372870,278183,94687
340,2025-04-25,Customer_1,North,Headphones,17,2043,34731,26685,8046
341,2025-07-14,Customer_30,South,Keyboard,15,2730,40950,27732,13218
342,2026-04-25,Customer_93,North,Printer,12,12083,144996,91738,53258
343,2025-02-04,Customer_13,North,Laptop,14,46025,644350,400914,243436
344,2025-01-23,Customer_52,West,Printer,20,8595,171900,107165,64735
345,2026-02-02,Customer_8,South,Monitor,18,15119,272142,211268,60874
346,2025-11-03,Customer_99,East,Keyboard,8,2859,22872,14767,8105
347,2025-09-24,Customer_29,West,Monitor,10,12694,126940,107354,19586
348,2025-10-30,Customer_95,South,Keyboard,9,749,6741,4833,1908
349,2025-06-26,Customer_83,West,Headphones,18,5060,91080,51375,39705
350,2025-07-12,Customer_24,West,Mouse,14,1136,15904,9459,6445
351,2025-03-15,Customer_60,North,Monitor,8,17854,142832,115302,27530
352,2025-07-18,Customer_32,East,Headphones,14,5565,77910,55237,22673
353,2026-03-10,Customer_48,North,Monitor,11,10590,116490,96298,20192
354,2025-11-06,Customer_78,North,Monitor,2,16796,33592,22276,11316
355,2026-03-22,Customer_43,East,Phone,7,26222,183554,127353,56201
356,2025-03-02,Customer_96,West,Laptop,7,57453,402171,337269,64902
357,2025-05-03,Customer_71,East,Monitor,20,14701,294020,196696,97324
358,2025-07-03,Customer_40,East,Keyboard,13,2409,31317,22238,9079
359,2026-02-16,Customer_93,West,Mouse,17,1318,22406,15455,6951
360,2025-01-24,Customer_73,South,Mouse,7,1059,7413,4773,2640
361,2025-10-27,Customer_75,West,Tablet,1,18545,18545,13278,5267
362,2025-07-14,Customer_73,South,Keyboard,5,1303,6515,4227,2288
363,2026-02-25,Customer_63,West,Printer,18,18061,325098,203900,121198
364,2026-01-04,Customer_70,West,Printer,6,18540,111240,66830,44410
365,2026-03-06,Customer_10,North,Tablet,18,11924,214632,151784,62848
366,2025-04-29,Customer_9,South,Laptop,14,54010,756140,607001,149139
367,2025-01-31,Customer_80,West,Laptop,7,78143,547001,375681,171320
368,2025-07-30,Customer_2,North,Printer,1,7216,7216,5120,2096
369,2026-02-21,Customer_90,West,Keyboard,18,1674,30132,16727,13405
370,2025-05-04,Customer_25,East,Tablet,4,13156,52624,37221,15403
371,2025-07-11,Customer_52,West,Mouse,9,1928,17352,11609,5743
372,2026-03-11,Customer_11,North,Monitor,8,17829,142632,107717,34915
373,2025-09-01,Customer_8,North,Phone,13,36855,479115,317725,161390
374,2025-11-27,Customer_43,North,Tablet,3,26379,79137,63594,15543
375,2025-12-21,Customer_73,West,Laptop,8,58855,470840,386268,84572
376,2025-05-24,Customer_70,North,Keyboard,2,804,1608,1214,394
377,2025-10-28,Customer_19,West,Tablet,11,10513,115643,96959,18684
378,2025-10-18,Customer_50,East,Phone,10,22646,226460,162867,63593
379,2026-01-06,Customer_11,East,Headphones,5,7475,37375,31639,5736
380,2025-02-08,Customer_44,West,Laptop,4,73645,294580,182534,112046
381,2025-08-19,Customer_63,South,Mouse,1,1598,1598,1009,589
382,2025-12-15,Customer_75,West,Mouse,18,1068,19224,13063,6161
383,2026-01-01,Customer_10,North,Phone,20,31357,627140,495074,132066
384,2025-11-21,Customer_20,West,Keyboard,5,2056,10280,7848,2432
385,2026-04-28,Customer_40,West,Mouse,12,518,6216,3589,2627
386,2025-04-06,Customer_56,West,Mouse,9,509,4581,2701,1880
387,2025-10-11,Customer_12,East,Headphones,4,1215,4860,2803,2057
388,2026-02-03,Customer_11,South,Headphones,1,3390,3390,2285,1105
